time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-01-01T05:24:35.290Z,36.874,69.947,54.3,5.1,mwc,,,,0.83,us,usp0009kk8,2016-11-09T21:34:25.050Z,"Hindu Kush region, Afghanistan",earthquake,,12.7,,,reviewed,us,hrv
1999-12-10T02:11:46.750Z,36.256,71.226,115.1,5.4,mwb,,,,1.14,us,usp0009jnz,2016-11-10T00:10:37.509Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1999-12-07T12:09:40.410Z,12.593,95.136,33,5,mb,,,,1.33,us,usp0009jk0,2014-11-07T01:09:07.809Z,"Andaman Islands, India region",earthquake,,,,4,reviewed,us,us
1999-11-09T16:35:35.310Z,13.111,92.265,33,5,mb,,,,0.9,us,usp0009har,2014-11-07T01:08:56.327Z,"Andaman Islands, India region",earthquake,,,,34,reviewed,us,us
1999-11-08T16:45:43.020Z,36.522,71.24,228.4,6.5,mwc,,,,0.99,us,usp0009h97,2017-04-26T17:56:29.847Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1999-11-02T13:14:59.780Z,30.07,69.412,33,5.1,mb,,,,1,us,usp0009gzh,2014-11-07T01:08:52.506Z,"Pakistan",earthquake,,,,68,reviewed,us,us
1999-10-05T17:04:44.890Z,26.26,91.926,33,5.2,mwc,,,,0.84,us,usp0009fg3,2016-11-09T23:39:24.990Z,"Assam, India",earthquake,,,,,reviewed,us,hrv
1999-08-26T09:59:24.580Z,34.674,70.938,33,5.2,mb,,,,1.1,us,usp0009dnx,2014-11-07T01:08:20.140Z,"Hindu Kush region, Afghanistan",earthquake,,,,109,reviewed,us,us
1999-08-15T16:18:35.880Z,18.389,96.228,18.4,5.2,mwc,,,,0.92,us,usp0009d2v,2016-11-09T23:15:33.050Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1999-08-04T00:09:00.540Z,37.386,86.879,33,5.1,mwc,,,,1.46,us,usp0009cju,2016-11-09T23:09:30.533Z,"southern Xinjiang, China",earthquake,,,,,reviewed,us,hrv
1999-08-03T12:02:30.210Z,36.196,69.074,33,5.2,mwc,,,,0.88,us,usp0009cj3,2016-11-09T23:08:51.532Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1999-08-01T08:24:46.170Z,28.442,86.733,40.2,5.2,mb,,,,0.68,us,usp0009cdv,2014-11-07T01:08:11.461Z,"western Xizang",earthquake,,6.8,,103,reviewed,us,us
1999-07-28T13:17:12.470Z,29.999,69.397,33,5.5,mwc,,,,1.14,us,usp0009c7k,2016-11-09T23:05:46.898Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1999-07-22T10:42:11.730Z,21.544,91.895,10,5.2,mb,,,,0.8,us,usp0009bys,2017-04-26T17:56:04.544Z,"near the coast of Bangladesh",earthquake,,,,71,reviewed,us,us
1999-07-12T03:42:16.960Z,30.069,69.419,51.5,5.7,mwc,,,,1.02,us,usp0009bfv,2016-11-09T22:58:24.563Z,"Pakistan",earthquake,,9.5,,,reviewed,us,hrv
1999-07-08T16:42:12.500Z,37.379,72.539,51.3,5.4,mwc,,,,0.95,us,usp0009b9x,2016-11-09T22:56:39.653Z,"Tajikistan",earthquake,,8.3,,,reviewed,us,hrv
1999-06-29T23:18:05.560Z,36.622,71.353,189.3,5.7,mwb,,,,0.82,us,usp0009atb,2016-11-10T00:39:07.244Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1999-06-29T00:57:56.940Z,30.01,69.372,33,5,mwc,,,,0.89,us,usp0009arf,2016-11-09T22:52:31.972Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1999-06-26T21:54:10.940Z,30.098,69.444,33,5.6,mwc,,,,1.01,us,usp0009am2,2016-11-09T22:51:15.249Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1999-06-21T17:37:27.180Z,36.388,70.707,230.2,5.5,mwb,,,,0.86,us,usp0009a9d,2014-11-07T01:07:55.609Z,"Hindu Kush region, Afghanistan",earthquake,,3.7,,,reviewed,us,us
1999-06-10T15:07:21.230Z,36.237,71.212,111.8,5.2,mwc,,,,1.01,us,usp00099n2,2016-11-09T22:43:45.602Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1999-06-01T12:49:20.840Z,36.378,70.833,82.4,5.1,mwc,,,,0.87,us,usp000994w,2016-11-09T22:39:48.066Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1999-05-29T20:10:45.250Z,32.892,93.771,33,5.4,mwc,,,,0.95,us,usp00098zq,2016-11-09T22:38:29.397Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,hrv
1999-05-09T21:38:04.420Z,36.75,73.213,33,5.3,mwc,,,,1.33,us,usp00097pr,2016-11-09T22:29:19.015Z,"northwestern Kashmir",earthquake,,,,,reviewed,us,hrv
1999-04-28T13:00:47.880Z,33.237,73.224,19.1,5,mb,,,,0.73,us,usp00096zu,2014-11-07T01:07:31.283Z,"Pakistan",earthquake,,6.8,,43,reviewed,us,us
1999-04-07T06:42:31.850Z,11.781,94.987,33,5.3,mwc,,,,0.73,us,usp00095xh,2016-11-09T22:15:19.814Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
1999-04-06T19:37:24.050Z,30.414,79.321,10,5.1,mb,,,,0.77,us,usp00095ws,2014-11-07T01:07:24.746Z,"Uttaranchal, India",earthquake,,,,87,reviewed,us,us
1999-04-05T22:32:56.510Z,24.908,93.678,66.4,5.6,mwc,,,,0.83,us,usp00095uy,2016-11-09T22:14:29.345Z,"Manipur, India region",earthquake,,,,,reviewed,us,hrv
1999-03-30T21:02:10.340Z,30.376,79.335,10,5.3,mb,,,,0.8,us,usp00095gs,2014-11-07T01:07:17.770Z,"Uttaranchal, India",earthquake,,,,107,reviewed,us,us
1999-03-28T19:36:05.510Z,30.315,79.387,10,5.4,mb,,,,1.02,us,usp00095cg,2014-11-07T01:07:17.289Z,"Uttaranchal, India",earthquake,,,,76,reviewed,us,us
1999-03-28T19:05:11.030Z,30.512,79.403,15,6.6,mwb,,,,1.03,us,usp00095cb,2017-04-26T17:55:45.338Z,"Uttaranchal, India",earthquake,,,,,reviewed,us,us
1999-03-20T16:21:04.160Z,36.863,69.979,33,5,mb,,,,1.02,us,usp00094up,2014-11-07T01:07:15.177Z,"Hindu Kush region, Afghanistan",earthquake,,,,28,reviewed,us,us
1999-02-22T11:37:49.440Z,23.307,93.722,65,5,mwc,,,,0.83,us,usp000937f,2016-11-09T21:56:30.890Z,"Myanmar-India border region",earthquake,,,,,reviewed,us,hrv
1999-02-11T14:08:51.680Z,34.259,69.364,33,6,mwc,,,,1.3,us,usp00092n1,2017-04-26T17:55:34.013Z,"central Afghanistan",earthquake,,,,,reviewed,us,hrv
1999-02-09T17:33:16.650Z,36.384,70.751,192.2,5.3,mwc,,,,0.82,us,usp00092hx,2016-11-09T21:50:40.570Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1998-12-11T20:16:24.040Z,36.514,71.021,222.5,5.7,mwb,,,,0.96,us,usp0008zg2,2017-04-13T22:11:14.156Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1998-12-02T13:25:04.240Z,26.345,93.499,33,5,mb,,,,0.7,us,usp0008z2e,2014-11-07T01:06:35.147Z,"Assam, India",earthquake,,,,46,reviewed,us,us
1998-11-26T10:14:27.630Z,27.753,87.894,73.1,5.1,mb,,,,0.76,us,usp0008ys2,2014-11-07T01:06:29.427Z,"Nepal",earthquake,,,,102,reviewed,us,us
1998-11-14T04:38:19.420Z,8.698,93.95,33,5.1,mb,,,,0.84,us,usp0008y5z,2014-11-07T01:06:26.949Z,"Nicobar Islands, India region",earthquake,,,,68,reviewed,us,us
1998-11-06T22:52:09.320Z,11.052,92.514,33,5.2,mwc,,,,1,us,usp0008xr6,2016-11-09T23:54:25.253Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
1998-11-06T20:29:24.180Z,11.061,92.461,33,5,mb,,,,1.03,us,usp0008xr2,2014-11-07T01:06:24.397Z,"Andaman Islands, India region",earthquake,,,,45,reviewed,us,us
1998-10-16T00:05:34.270Z,23.743,94.683,101.2,5.4,mwb,,,,0.93,us,usp0008wjy,2016-11-09T23:44:10.236Z,"Myanmar",earthquake,,,,,reviewed,us,us
1998-10-05T10:24:48.790Z,30.203,88.298,33,5.2,mwc,,,,1.09,us,usp0008w0v,2016-11-09T23:39:21.753Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1998-09-30T02:29:55.140Z,29.948,88.117,33,5.2,mwc,,,,1.18,us,usp0008vr9,2016-11-09T23:36:40.655Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1998-09-26T18:27:05.470Z,27.77,92.812,33,5,mwc,,,,0.9,us,usp0008vje,2016-11-09T23:34:58.222Z,"Arunachal Pradesh, India",earthquake,,,,,reviewed,us,hrv
1998-09-03T18:15:56.560Z,27.85,86.941,33,5.6,mb,,,,0.98,us,usp0008uc8,2017-04-26T17:55:01.847Z,"Nepal",earthquake,,,,137,reviewed,us,us
1998-08-30T03:37:48.980Z,30.044,88.077,33,5,ms,,,,1.1,us,usp0008u2y,2014-11-07T01:05:54.514Z,"western Xizang",earthquake,,,,1,reviewed,us,us
1998-08-28T22:01:55.790Z,30.191,88.15,33,5,mwc,,,,0.91,us,usp0008u0u,2016-11-09T23:21:22.458Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1998-08-25T07:41:40.190Z,30.079,88.109,33,5.9,mwc,,,,0.99,us,usp0008tua,2016-11-09T23:19:58.815Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1998-08-18T04:10:20.690Z,27.555,90.977,22.3,5.2,mb,,,,0.9,us,usp0008tek,2014-11-07T01:05:50.260Z,"Bhutan",earthquake,,,,101,reviewed,us,us
1998-08-05T03:16:38.590Z,29.329,68.74,33,5.4,mwc,,,,0.93,us,usp0008ssu,2016-11-09T23:10:09.065Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1998-07-21T14:40:44.670Z,30.375,88.192,15.7,5.1,mwc,,,,1.11,us,usp0008rz0,2016-11-09T23:02:22.933Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1998-07-20T01:05:58.350Z,30.134,88.173,33.2,5.8,mwb,,,,1.02,us,usp0008rwg,2016-11-09T23:01:59.204Z,"western Xizang",earthquake,,5.4,,,reviewed,us,us
1998-07-08T03:44:59.330Z,27.325,91.027,33,5.2,mb,,,,0.85,us,usp0008r54,2014-11-07T01:05:33.817Z,"Bhutan",earthquake,,,,74,reviewed,us,us
1998-06-29T20:35:54.990Z,37.256,70.146,33,5.1,mwc,,,,0.89,us,usp0008qqe,2016-11-09T22:52:31.002Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1998-06-26T01:23:52.640Z,29.949,69.359,33,5.1,mwc,,,,1,us,usp0008qgf,2016-11-09T22:51:13.098Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1998-06-06T13:37:10.690Z,37.295,70.288,33,5.1,mwc,,,,0.97,us,usp0008pek,2016-11-09T22:41:59.979Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1998-05-30T06:33:11.350Z,37.126,70.137,33,5,mb,,,,0.98,us,usp0008nzh,2014-11-07T01:05:17.067Z,"Hindu Kush region, Afghanistan",earthquake,,,,35,reviewed,us,us
1998-05-30T06:22:28.950Z,37.106,70.11,33,6.6,mwb,,,,0.97,us,usp0008nze,2017-04-26T17:54:42.178Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1998-05-28T21:28:41.050Z,37.458,78.74,33,5.1,mb,,,,0.99,us,usp0008nw9,2014-11-07T01:05:16.640Z,"southern Xinjiang, China",earthquake,,,,72,reviewed,us,us
1998-05-28T21:11:44.130Z,37.388,78.843,33,5.6,mwc,,,,0.98,us,usp0008nw6,2017-04-26T17:54:41.612Z,"southern Xinjiang, China",earthquake,,,,,reviewed,us,hrv
1998-05-15T08:41:24.780Z,10.151,93.957,33,5.2,mwc,,,,1.09,us,usp0008n3p,2016-11-09T22:31:55.125Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
1998-05-11T10:13:41.780Z,27.105,71.802,0,5.2,mb,,,,1.01,us,usp0008mw6,2014-11-07T01:05:12.350Z,"India-Pakistan border region",nuclear explosion,,,,104,reviewed,us,us
1998-05-02T08:36:50.180Z,24.932,95.311,121.5,5.5,mwc,,,,0.83,us,usp0008maa,2016-11-09T22:26:14.125Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1998-04-03T12:56:41.280Z,34.516,70.674,72.9,5,mb,,,,0.87,us,usp0008jgp,2014-11-07T01:04:56.147Z,"Hindu Kush region, Afghanistan",earthquake,,10.2,,37,reviewed,us,us
1998-03-21T18:22:28.460Z,36.433,70.133,227.8,5.9,mwc,,,,0.9,us,usp0008htk,2016-11-09T22:07:51.090Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1998-02-20T12:18:06.230Z,36.479,71.086,235.6,6.4,mwb,,,,1.09,us,usp0008gan,2017-04-13T22:10:25.668Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1998-02-14T00:08:07.820Z,36.358,71.105,218.9,5.5,mwc,,,,0.86,us,usp0008fym,2016-11-09T21:53:02.130Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1998-02-04T14:33:21.260Z,37.075,70.089,33,5.9,mwc,,,,0.99,us,usp0008feg,2017-04-26T17:54:24.593Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1998-01-13T19:44:32.990Z,35.011,86.526,17.9,5.1,mb,,,,0.93,us,usp0008e9c,2014-11-07T01:04:19.955Z,"western Xizang",earthquake,,,,65,reviewed,us,us
1998-01-12T22:39:58.100Z,9.354,93.618,121.8,5.4,mwc,,,,0.92,us,usp0008e72,2016-11-09T21:39:24.767Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
1997-12-30T13:43:18.680Z,25.384,96.609,33,5.8,mwc,,,,1.34,us,usp0008de0,2017-04-26T17:54:17.973Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1997-12-17T05:51:29.220Z,36.387,70.773,207,6.3,mwc,,,,1.14,us,usp0008csd,2016-11-10T00:55:16.988Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1997-12-08T02:03:55.840Z,27.475,87.175,33,5,mb,,,,0.91,us,usp0008c80,2014-11-07T01:04:05.974Z,"Nepal",earthquake,,,,45,reviewed,us,us
1997-11-27T16:11:57.070Z,27.618,87.347,33,5.1,mb,,,,1.09,us,usp0008be2,2014-11-07T01:03:57.748Z,"Nepal",earthquake,,,,62,reviewed,us,us
1997-11-21T11:23:06.310Z,22.212,92.702,54.4,6.1,mwc,,,,0.97,us,usp0008b2r,2017-04-26T17:54:10.206Z,"India-Bangladesh border region",earthquake,,,,,reviewed,us,hrv
1997-11-09T00:24:54.040Z,33.678,88.281,33,5.3,mwc,,,,1,us,usp0008aaz,2016-11-09T23:55:48.890Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1997-11-08T10:02:52.610Z,35.069,87.325,33,7.5,mwc,,,,1.38,us,usp0008a97,2017-02-07T23:24:59.298Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1997-11-03T02:29:51.820Z,29.078,85.383,33,5.5,mwc,,,,1.07,us,usp0008a01,2016-11-09T23:52:49.566Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1997-10-31T17:15:41.390Z,36.044,70.876,101.6,5,mb,,,,1.16,us,usp00089uh,2014-11-07T01:03:47.204Z,"Hindu Kush region, Afghanistan",earthquake,,,,71,reviewed,us,us
1997-10-30T02:02:52.060Z,29.552,89.698,33,5.3,mb,,,,0.86,us,usp00089sb,2014-11-07T01:03:46.946Z,"western Xizang",earthquake,,,,77,reviewed,us,us
1997-10-15T20:30:55.530Z,35.772,80.661,33,5.3,mwc,,,,1.15,us,usp000894v,2016-11-09T23:43:39.922Z,"Xinjiang-Xizang border region",earthquake,,,,,reviewed,us,hrv
1997-08-09T04:48:00.700Z,30.291,96.978,33,5.2,mwc,,,,0.83,us,usp00085z8,2016-11-09T23:12:08.670Z,"eastern Xizang",earthquake,,,,,reviewed,us,hrv
1997-07-31T15:59:37.030Z,23.887,93.159,33,5.3,mwc,,,,0.86,us,usp00085mv,2016-11-09T23:07:05.430Z,"Myanmar-India border region",earthquake,,,,,reviewed,us,hrv
1997-07-18T19:39:23.420Z,26.811,91.793,46.9,5,mb,,,,0.8,us,usp000850y,2014-11-07T01:03:09.185Z,"Assam, India",earthquake,,,,47,reviewed,us,us
1997-07-11T14:54:49.050Z,21.818,94.884,138,5.4,mwc,,,,0.8,us,usp00084qd,2016-11-09T22:57:57.394Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1997-06-02T08:59:07.150Z,35.946,70.766,99.4,5,mb,,,,0.89,us,usp000832g,2014-11-07T01:02:52.765Z,"Hindu Kush region, Afghanistan",earthquake,,,,4,reviewed,us,us
1997-05-31T19:20:18.650Z,34.893,73.683,33,5,mb,,,,0.98,us,usp000830r,2014-11-07T01:02:50.306Z,"Pakistan",earthquake,,,,3,reviewed,us,us
1997-05-30T17:54:53.020Z,37.146,78.052,33,5.1,mwc,,,,0.94,us,usp00082zg,2016-11-09T22:38:58.541Z,"southern Xinjiang, China",earthquake,,,,,reviewed,us,hrv
1997-05-21T22:51:28.730Z,23.083,80.041,36,5.8,mwc,,,,1,us,usp00082nd,2018-01-18T17:16:51.810Z,"Madhya Pradesh, India",earthquake,,,,,reviewed,us,hrv
1997-05-16T11:18:07.730Z,30.285,96.993,33,5.2,mb,,,,0.84,us,usp00082ck,2014-11-07T01:02:47.208Z,"eastern Xizang",earthquake,,,,69,reviewed,us,us
1997-05-15T18:30:24.230Z,36.4,70.855,184.5,5,mb,,,,0.96,us,usp00082by,2014-11-07T01:02:47.107Z,"Hindu Kush region, Afghanistan",earthquake,,,,72,reviewed,us,us
1997-05-15T03:58:32.580Z,34.257,89.833,33,5,mb,,,,0.82,us,usp00082az,2014-11-07T01:02:46.928Z,"Xizang-Qinghai border region",earthquake,,,,43,reviewed,us,us
1997-05-13T14:13:45.740Z,36.411,70.945,196,6.5,mwb,,,,0.96,us,usp000828b,2017-04-13T22:09:42.028Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1997-05-08T02:53:14.730Z,24.894,92.25,34.9,6,mwb,,,,0.96,us,usp00081x0,2017-04-26T17:53:29.414Z,"India-Bangladesh border region",earthquake,,,,,reviewed,us,us
1997-05-06T22:17:58.750Z,12.249,93.357,71.8,5,mb,,,,0.87,us,usp00081vq,2014-11-07T01:02:44.929Z,"Andaman Islands, India region",earthquake,,13.9,,9,reviewed,us,us
1997-04-14T17:53:33.170Z,22.574,94.459,96.6,5.3,mwc,,,,0.77,us,usp00080jw,2016-11-09T22:18:08.113Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1997-03-21T21:04:48.690Z,32.932,84.612,33,5.4,mwc,,,,1.03,us,usp0007z7q,2016-11-09T22:07:49.566Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1997-03-04T13:03:47.860Z,29.422,68.79,33,5.7,mwc,,,,1.07,us,usp0007y8u,2017-04-26T17:53:10.692Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1997-02-09T11:28:14.850Z,35.687,95.819,10,5.5,mwc,,,,0.94,us,usp0007wzk,2016-11-09T21:50:37.582Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,hrv
1997-01-31T20:02:16.640Z,27.946,85.127,22.2,5.2,mb,,,,1.02,us,usp0007wkg,2014-11-07T01:02:01.299Z,"Nepal",earthquake,,,,71,reviewed,us,us
1997-01-11T14:35:12.060Z,8.858,93.695,33,5.3,mwc,,,,1.08,us,usp0007vrj,2016-11-09T21:39:02.198Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
1997-01-06T14:03:48.550Z,37.042,97.842,33,5,mb,,,,0.77,us,usp0007vja,2014-11-07T01:01:56.603Z,"northern Qinghai, China",earthquake,,,,53,reviewed,us,us
1997-01-05T08:47:25.400Z,29.845,80.532,33,5.6,mwc,,,,0.9,us,usp0007vgp,2016-11-09T21:36:22.656Z,"Nepal-India border region",earthquake,,,,,reviewed,us,hrv
1997-01-02T10:52:35.030Z,10.568,92.742,33,5.1,mb,,,,0.95,us,usp0007vbh,2014-11-07T01:01:54.216Z,"Andaman Islands, India region",earthquake,,,,57,reviewed,us,us
1996-12-30T11:08:18.920Z,27.435,86.638,33,5,mb,,,,1.08,us,usp0007v6h,2014-11-07T01:01:50.882Z,"Nepal",earthquake,,,,56,reviewed,us,us
1996-11-20T23:27:07.350Z,28.853,96.021,33,5,mb,,,,0.98,us,usp0007tad,2014-11-07T01:01:37.106Z,"eastern Xizang-India border region",earthquake,,,,20,reviewed,us,us
1996-11-19T16:19:10.200Z,35.229,77.848,33,5,mb,,,,1.04,us,usp0007t87,2014-11-07T01:01:36.766Z,"Kashmir-Xinjiang border region",earthquake,,,,36,reviewed,us,us
1996-11-19T10:44:46.060Z,35.345,78.133,33,6.9,mwc,,,,1.12,us,usp0007t7m,2017-04-26T17:52:47.553Z,"Kashmir-Xinjiang border region",earthquake,,,,,reviewed,us,hrv
1996-11-19T00:12:18.680Z,24.498,92.641,49.7,5.4,mwc,,,,0.77,us,usp0007t74,2016-11-10T00:00:10.654Z,"India-Bangladesh border region",earthquake,,,,,reviewed,us,hrv
1996-11-11T09:22:27.760Z,19.33,95.013,80,6,mwc,,,,0.84,us,usp0007suh,2016-11-10T00:51:44.931Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1996-11-08T00:54:13.290Z,29.345,81.637,33,5,mb,,,,1.4,us,usp0007snm,2014-11-07T01:01:33.631Z,"Nepal",earthquake,,,,1,reviewed,us,us
1996-09-25T17:41:17.240Z,27.433,88.552,33,5,mb,,,,1.12,us,usp0007qfr,2014-11-07T01:01:13.241Z,"Sikkim, India",earthquake,,,,22,reviewed,us,us
1996-09-14T08:01:03.750Z,36.046,70.706,119.5,5.9,mwc,,,,0.98,us,usp0007pxm,2016-11-09T23:29:20.062Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1996-07-31T08:02:52.700Z,30.111,88.143,33,5.1,mb,,,,0.8,us,usp0007mwy,2014-11-07T01:00:51.356Z,"western Xizang",earthquake,,,,70,reviewed,us,us
1996-07-31T08:00:27.580Z,30.174,88.178,33,5.5,mwc,,,,1.1,us,usp0007mwx,2016-11-09T23:07:01.866Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1996-07-27T08:45:18.470Z,21.307,94.804,110.2,5.2,mwc,,,,0.8,us,usp0007mp3,2016-11-09T23:05:12.008Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1996-07-26T13:09:05.490Z,25.169,96.253,33,5.4,mwc,,,,0.8,us,usp0007mmq,2016-11-09T23:04:46.947Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1996-07-24T17:23:56.370Z,35.998,68.76,33,5,mwc,,,,1.3,us,usp0007mjc,2016-11-09T23:03:57.703Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1996-07-08T11:40:38.210Z,21.509,94.853,101.5,5.1,mb,,,,0.9,us,usp0007kuy,2014-11-07T01:00:46.989Z,"Myanmar",earthquake,,,,42,reviewed,us,us
1996-07-03T10:10:33.860Z,29.923,88.187,33,5,mwc,,,,0.9,us,usp0007knp,2016-11-09T22:54:16.957Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1996-07-03T06:44:45.550Z,30.147,88.189,33,5.7,mwb,,,,1,us,usp0007kna,2016-11-09T22:54:16.434Z,"western Xizang",earthquake,,,,,reviewed,us,us
1996-06-21T00:32:52.470Z,28.612,68.999,33,5.1,mwc,,,,1,us,usp0007k1v,2016-11-09T22:48:55.993Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1996-06-09T23:25:18.500Z,28.325,92.201,83.2,5.2,mwc,,,,0.9,us,usp0007jcg,2016-11-09T22:43:11.054Z,"eastern Xizang-India border region",earthquake,,,,,reviewed,us,hrv
1996-04-26T16:30:58.490Z,27.825,87.821,33,5,mb,,,,0.9,us,usp0007gmx,2014-11-07T01:00:19.278Z,"Nepal",earthquake,,,,35,reviewed,us,us
1996-04-01T08:08:02.640Z,31.496,73.461,43.3,5.2,mwc,,,,1,us,usp0007fkx,2017-04-13T22:08:36.386Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1996-03-05T14:47:52.030Z,35.685,78.497,33,5.3,mb,,,,1,us,usp0007ec8,2014-11-07T01:00:03.936Z,"Kashmir-Xinjiang border region",earthquake,,,,79,reviewed,us,us
1996-02-29T11:55:49.360Z,10.475,92.698,27.9,5.2,mb,,,,0.8,us,usp0007e5j,2014-11-07T00:59:59.662Z,"Andaman Islands, India region",earthquake,,,,92,reviewed,us,us
1996-01-26T02:21:11.280Z,30.905,91.523,33,5.1,mb,,,,0.8,us,usp0007br3,2014-11-07T00:59:43.555Z,"eastern Xizang",earthquake,,,,93,reviewed,us,us
1995-12-25T03:19:44.910Z,36.447,70.215,228.2,5.6,mw,,,,0.9,us,usp00079k1,2016-11-10T00:17:31.051Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
1995-12-24T09:36:07.320Z,37.581,77.882,33,5.2,mw,,,,1,us,usp00079gy,2016-11-10T00:17:05.767Z,"southern Xinjiang, China",earthquake,,,,,reviewed,us,hrv
1995-12-20T10:07:58.720Z,34.488,97.474,33,5,ms,,,,1.2,us,usp00079a3,2014-11-07T00:59:28.019Z,"southern Qinghai, China",earthquake,,,,6,reviewed,us,us
1995-12-18T04:57:04.770Z,34.511,97.351,33,5.7,mw,,,,1.1,us,usp0007966,2016-11-10T00:14:13.195Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,hrv
1995-12-12T05:42:32.260Z,26.852,96.059,33,5.1,mb,,,,1,us,usp00078v5,2014-11-07T00:59:25.719Z,"Myanmar",earthquake,,,,2,reviewed,us,us
1995-11-05T17:14:53.680Z,32.896,92.201,24.4,5.1,mb,,,,1,us,usp00076bd,2014-11-07T00:59:07.730Z,"Xizang-Qinghai border region",earthquake,,9.1,,83,reviewed,us,us
1995-10-18T09:30:38.500Z,36.43,70.387,222.7,6.3,mwb,,,,1,us,usp00075ba,2016-11-09T23:45:06.343Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1995-08-17T23:14:19.030Z,36.443,71.129,233.5,5.6,mwb,,,,0.9,us,usp000720g,2016-11-09T23:16:18.649Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1995-07-27T15:16:29.280Z,8.845,93.678,28.1,5.2,mw,,,,1,us,usp000711k,2016-11-09T23:05:11.460Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
1995-07-09T02:29:46.110Z,37.363,71.732,121,5,mb,,,,0.9,us,usp00070ce,2014-11-07T00:58:19.628Z,"Tajikistan",earthquake,,,,91,reviewed,us,us
1995-06-11T21:55:48.500Z,32.624,69.68,27.6,5.7,mw,,,,1,us,usp0006yyc,2016-11-09T22:44:16.101Z,"Afghanistan-Pakistan border region",earthquake,,,,,reviewed,us,hrv
1995-05-16T21:48:05.830Z,17.899,96.457,11.4,6.1,ms,,,,1.1,us,usp0006xgf,2017-04-26T17:50:25.885Z,"Myanmar",earthquake,,,,2,reviewed,us,us
