time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-06-10T11:04:14.890Z,33.176,92.081,10,5.1,mwc,259,30.8,,0.96,us,usp000g94c,2016-11-10T01:57:13.709Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,gcmt
2008-06-10T10:04:58.080Z,33.182,91.961,10,5.4,mwc,292,29,,0.97,us,usp000g946,2016-11-10T01:57:13.202Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,gcmt
2008-06-08T18:24:43.560Z,32.447,85.243,10,5.1,mwc,130,61.8,,1.29,us,usp000g8xm,2016-11-10T01:57:09.167Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2008-06-08T17:56:19.640Z,33.169,92.116,10,5.2,mwc,154,40,,0.86,us,usp000g8xg,2016-11-10T01:57:08.651Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,gcmt
2008-06-04T04:17:40.970Z,37.347,72.146,224.2,5,mb,33,84.8,,0.97,us,usp000g8h8,2014-11-07T01:36:14.403Z,"Tajikistan",earthquake,,7.3,,8,reviewed,us,us
2008-05-11T20:57:08.300Z,36.408,70.748,218.1,5.4,mwc,375,22.9,,0.84,us,usp000g649,2016-11-10T01:55:52.511Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,gcmt
2008-04-25T12:03:51.940Z,32.625,85.227,10,5,mwc,28,94.5,,1.33,us,usp000g4tn,2016-11-10T01:55:10.487Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2008-04-18T03:01:51.660Z,35.022,81.158,10,5,mwc,64,95.6,,1.02,us,usp000g471,2016-11-10T01:54:50.836Z,"Xinjiang-Xizang border region",earthquake,,,,,reviewed,us,gcmt
2008-03-26T10:39:27.910Z,35.696,81.715,10,5.2,mwc,171,45.4,,1.04,us,usp000g2da,2016-11-10T01:53:35.057Z,"Xinjiang-Xizang border region",earthquake,,,,,reviewed,us,gcmt
2008-03-24T07:58:32.230Z,35.6,81.644,10,5.1,mwc,93,57.6,,1.25,us,usp000g279,2016-11-10T01:53:30.429Z,"Xinjiang-Xizang border region",earthquake,,,,,reviewed,us,gcmt
2008-03-23T20:56:13.720Z,35.696,81.595,10,5.1,mwc,129,53.1,,0.9,us,usp000g25n,2016-11-10T01:53:27.419Z,"Xinjiang-Xizang border region",earthquake,,,,,reviewed,us,gcmt
2008-03-21T20:52:17.760Z,34.991,81.097,37.6,5,mwc,67,61,,0.98,us,usp000g208,2016-11-10T01:53:21.919Z,"western Xizang",earthquake,,5.1,,,reviewed,us,gcmt
2008-03-21T12:36:59.360Z,24.547,97.498,17.1,5.1,mwc,58,104,,1.07,us,usp000g1z0,2016-11-10T01:53:20.061Z,"Myanmar-China border region",earthquake,,19.9,,,reviewed,us,gcmt
2008-03-21T12:02:54.420Z,35.299,81.338,10,5.2,mwc,107,49.8,,1.1,us,usp000g1yx,2016-11-10T01:53:19.476Z,"Xinjiang-Xizang border region",earthquake,,,,,reviewed,us,gcmt
2008-03-21T06:16:05.780Z,35.685,81.724,21.9,5.2,mwc,120,49.6,,1.31,us,usp000g1y7,2016-11-10T01:53:18.252Z,"Xinjiang-Xizang border region",earthquake,,11.5,,,reviewed,us,gcmt
2008-03-21T04:03:27.110Z,35.604,81.582,10,5,mb,166,34,,1,us,usp000g1xw,2014-11-07T01:35:17.316Z,"Xinjiang-Xizang border region",earthquake,,,,78,reviewed,us,us
2008-03-21T00:26:13.440Z,35.491,81.371,10,5.3,mb,164,49.7,,1,us,usp000g1wz,2014-11-07T01:35:17.216Z,"Xinjiang-Xizang border region",earthquake,,,,78,reviewed,us,us
2008-03-20T23:50:07.390Z,35.419,81.59,10,5.1,mb,124,61.2,,0.9,us,usp000g1wp,2014-11-07T01:35:17.173Z,"Xinjiang-Xizang border region",earthquake,,,,56,reviewed,us,us
2008-03-20T23:12:00.830Z,35.513,81.433,10,5.6,mb,254,35,,0.89,us,usp000g1wc,2017-04-26T18:07:59.510Z,"Xinjiang-Xizang border region",earthquake,,,,111,reviewed,us,us
2008-03-20T22:57:23.640Z,35.267,81.022,10,5,mb,40,60.9,,1.24,us,usp000g1w7,2014-11-07T01:35:17.112Z,"Xinjiang-Xizang border region",earthquake,,,,5,reviewed,us,us
2008-03-20T22:50:30.410Z,35.319,81.601,10,5.2,mb,112,57.8,,0.79,us,usp000g1w6,2015-05-13T18:53:53.000Z,"Xinjiang-Xizang border region",earthquake,,,,45,reviewed,us,us
2008-03-20T22:49:57.690Z,35.457,81.409,10,5,mb,57,57.6,,1.27,us,usp000g1w5,2014-11-07T01:35:17.099Z,"Xinjiang-Xizang border region",earthquake,,,,10,reviewed,us,us
2008-03-20T22:38:53.560Z,35.505,81.398,10,5.3,mb,70,82.4,,0.69,us,usp000g1w3,2014-11-07T01:35:17.092Z,"Xinjiang-Xizang border region",earthquake,,,,33,reviewed,us,us
2008-03-20T22:32:57.930Z,35.49,81.467,10,7.2,mwc,532,25.9,,1.03,us,usp000g1w2,2017-11-13T17:54:21.520Z,"Xinjiang-Xizang border region",earthquake,,,,,reviewed,us,us
2008-01-22T18:43:32.740Z,32.349,85.262,5.4,5.5,mwc,312,39.4,,1.13,us,usp000fx8b,2016-11-10T01:51:00.077Z,"western Xizang",earthquake,,13.4,,,reviewed,us,gcmt
2008-01-19T19:24:59.830Z,36.428,70.767,204.8,5.2,mwc,329,22.3,,0.89,us,usp000fx1q,2016-11-10T01:50:49.916Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,gcmt
2008-01-16T11:54:44.120Z,32.331,85.158,9,5.9,mwc,389,25.3,,0.89,us,usp000fwu1,2016-11-10T01:50:43.034Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2008-01-14T13:38:35.990Z,10.413,92.869,34,5.9,mwc,373,37.9,,0.8,us,usp000fwqa,2016-11-10T01:50:40.522Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
2008-01-09T13:54:11.380Z,32.293,85.147,10,5,mb,93,53.6,,0.99,us,usp000fwb6,2014-11-07T01:34:39.462Z,"western Xizang",earthquake,,,,37,reviewed,us,us
2008-01-09T08:26:45.490Z,32.288,85.166,10,6.4,mwc,485,13.9,,0.89,us,usp000fwaj,2017-04-26T18:07:40.944Z,"western Xizang",earthquake,,,,,reviewed,us,us
2007-12-30T09:55:34.480Z,36.408,84.534,40,5,mwc,40,90,,1.07,us,usp000fvn7,2016-11-10T01:50:13.501Z,"southern Xinjiang, China",earthquake,,7.6,,,reviewed,us,gcmt
2007-12-11T15:56:38.640Z,34.99,77.478,15.5,5.1,mwc,230,25.9,,0.91,us,usp000fu90,2016-11-10T01:49:22.854Z,"eastern Kashmir",earthquake,,,,,reviewed,us,gcmt
2007-12-07T06:56:33.610Z,23.495,94.565,113.3,5,mwc,159,44.7,,1.03,us,usp000ftze,2016-11-10T01:49:13.147Z,"Myanmar",earthquake,,,,,reviewed,us,gcmt
2007-12-02T11:57:05.150Z,36.591,71.025,245.7,5.2,mwc,241,39,,0.87,us,usp000ftqh,2016-11-10T01:49:01.039Z,"Hindu Kush region, Afghanistan",earthquake,,4,,,reviewed,us,gcmt
2007-11-29T19:00:22.180Z,23.39,94.675,114.8,5.1,mb,56,40.9,,0.74,us,usp000ftj2,2014-11-07T01:34:16.089Z,"Myanmar",earthquake,,,,22,reviewed,us,us
2007-11-29T10:02:44.430Z,36.422,71.734,113,5.1,mb,29,74.9,,1.36,us,usp000fthd,2014-11-07T01:34:15.959Z,"Afghanistan-Tajikistan-Pakistan region",earthquake,,10.3,,12,reviewed,us,us
2007-11-25T13:53:47.380Z,29.652,69.524,35,5.1,mwc,205,56.6,,0.71,us,usp000ft94,2016-11-10T01:48:35.102Z,"Pakistan",earthquake,,,,,reviewed,us,gcmt
2007-11-12T08:21:51.080Z,36.241,71.226,110.1,5,mb,41,94.4,,1.03,us,usp000fsdf,2014-11-07T01:34:09.745Z,"Hindu Kush region, Afghanistan",earthquake,,7.2,,21,reviewed,us,us
2007-11-10T19:36:24.430Z,29.387,95.481,24.3,5,mb,148,73.1,,0.94,us,usp000fsb1,2014-11-07T01:34:09.294Z,"eastern Xizang-India border region",earthquake,,9.5,,55,reviewed,us,us
2007-11-07T07:10:21.970Z,22.15,92.388,28.7,5.5,mwc,172,74.8,,0.79,us,usp000fs3t,2017-04-26T18:07:19.348Z,"India-Bangladesh border region",earthquake,,,,,reviewed,us,gcmt
2007-11-06T09:38:05.780Z,21.181,70.724,10,5.1,mwc,90,85.6,,1.43,us,usp000fs1z,2017-04-26T18:07:18.776Z,"Gujarat, India",earthquake,,0,,,reviewed,us,gcmt
2007-11-03T09:19:05.450Z,36.458,70.862,174.7,5,mb,33,143.4,,0.84,us,usp000frwb,2014-11-07T01:34:06.552Z,"Hindu Kush region, Afghanistan",earthquake,,10.9,,15,reviewed,us,us
2007-10-27T21:09:46.610Z,36.449,70.367,214.1,5,mb,47,53,,1.04,us,usp000frdp,2014-11-07T01:34:00.064Z,"Hindu Kush region, Afghanistan",earthquake,,,,19,reviewed,us,us
2007-10-26T06:50:06.660Z,35.304,76.753,10,5.2,mwc,228,78.3,,1.16,us,usp000fr9g,2017-04-26T18:07:16.457Z,"northwestern Kashmir",earthquake,,,,,reviewed,us,gcmt
2007-10-10T12:25:36.670Z,9.702,91.8,36.6,5.2,mwc,89,54.1,,1.35,us,usp000fq8r,2016-11-10T01:46:45.352Z,"Nicobar Islands, India region",earthquake,,18.8,,,reviewed,us,gcmt
2007-09-18T09:01:50.720Z,19.973,93.666,32.2,5.1,mb,179,48.7,,0.66,us,usp000fnkc,2014-11-07T01:33:36.959Z,"Myanmar",earthquake,,,,84,reviewed,us,us
2007-09-09T02:00:41.480Z,30.612,69.792,20,5.3,mwc,315,37.6,,0.98,us,usp000fmr6,2016-11-10T01:45:02.803Z,"Pakistan",earthquake,,11.9,,,reviewed,us,gcmt
2007-08-25T17:03:07.800Z,14.291,93.989,65.2,5.2,mwc,227,42.7,,0.76,us,usp000fkpg,2016-11-10T01:44:20.169Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2007-08-11T14:35:54.820Z,27.344,87.737,35,5,mb,162,77.5,,0.73,us,usp000fjdy,2015-03-24T02:32:22.787Z,"Nepal",earthquake,,,,73,reviewed,us,us
2007-08-08T00:37:04.910Z,37.093,71.718,117,5.1,mwc,293,58.2,,0.76,us,usp000fj4k,2016-11-10T01:43:17.846Z,"Tajikistan",earthquake,,,,,reviewed,us,gcmt
2007-07-31T08:43:41.590Z,19.238,95.615,10,5,mwc,268,37.5,,0.92,us,usp000fhgr,2016-11-10T01:42:54.049Z,"Myanmar",earthquake,,,,,reviewed,us,gcmt
2007-07-30T22:42:05.630Z,19.311,95.611,14.2,5.6,mwb,542,18,,0.76,us,usp000fhfj,2017-04-26T18:06:57.378Z,"Myanmar",earthquake,,,,,reviewed,us,us
2007-07-25T06:21:31.840Z,36.077,70.364,125.5,5,mwc,84,59.1,,0.88,us,usp000fh1v,2016-11-10T01:42:38.833Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,gcmt
2007-07-22T23:02:14.790Z,30.881,78.239,19,5.1,mb,179,52,,0.74,us,usp000fgwd,2017-04-26T18:06:56.221Z,"Uttaranchal, India",earthquake,,14.9,,88,reviewed,us,us
2007-06-29T23:24:00.850Z,25.429,96.581,52.7,5.2,mwc,147,49.5,,0.82,us,usp000ff4h,2016-11-10T01:41:42.279Z,"Myanmar",earthquake,,7.8,,,reviewed,us,gcmt
2007-06-22T04:51:29.130Z,37.296,68.903,31.1,5.3,mwc,269,34.9,,0.8,us,usp000fehw,2016-11-10T01:41:23.991Z,"Tajikistan",earthquake,,9.4,,,reviewed,us,gcmt
2007-06-04T01:22:14.910Z,9.378,93.864,123.1,5,mb,50,99.2,,0.67,us,usp000fdar,2014-11-07T01:32:38.732Z,"Nicobar Islands, India region",earthquake,,8.4,,24,reviewed,us,us
2007-05-07T11:59:47.560Z,31.355,97.787,12.1,5.5,mwc,329,44.4,,0.68,us,usp000fbfa,2017-04-13T22:21:06.386Z,"eastern Xizang",earthquake,,,,,reviewed,us,gcmt
2007-05-07T05:58:33.000Z,23.161,94.483,93.7,5,mwc,98,61.7,,0.76,us,usp000fbeq,2016-11-10T01:39:52.208Z,"Myanmar",earthquake,,,,,reviewed,us,gcmt
2007-05-06T01:27:05.610Z,34.126,81.942,13.5,5,mb,180,51,,1.03,us,usp000fbbg,2014-11-07T01:32:24.795Z,"western Xizang",earthquake,,,,91,reviewed,us,us
2007-05-05T17:38:23.620Z,34.674,89.982,48.6,5,mwc,39,67.2,,1.48,us,usp000fbak,2016-11-10T01:39:45.162Z,"Xizang-Qinghai border region",earthquake,,12,,,reviewed,us,gcmt
2007-05-05T08:51:39.090Z,34.248,81.967,9,6.1,mwc,394,28.1,,1.14,us,usp000fb9k,2016-11-10T01:39:44.580Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2007-04-28T01:11:07.540Z,36.447,70.497,203.9,5,mb,29,96.1,,0.81,us,usp000farw,2014-11-07T01:32:17.839Z,"Hindu Kush region, Afghanistan",earthquake,,6,,7,reviewed,us,us
2007-04-10T13:56:53.890Z,12.99,92.525,30,5.5,mwc,400,36.3,,0.76,us,usp000f9bb,2017-04-13T22:21:03.437Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2007-04-03T03:35:07.280Z,36.451,70.688,222.1,6.2,mwb,602,50.8,,0.89,us,usp000f8dk,2016-11-10T01:37:48.103Z,"Hindu Kush region, Afghanistan",earthquake,,4.2,,,reviewed,us,us
2007-04-01T07:08:59.890Z,9.203,91.516,30,5.1,mwc,79,62.2,,1.16,us,usp000f81q,2016-11-10T01:37:37.470Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,gcmt
2007-03-16T21:51:21.540Z,35.638,89.41,44.6,5,mwc,93,61,,0.92,us,usp000f6ux,2016-11-09T06:44:03.385Z,"western Xizang",earthquake,,6.4,,,reviewed,us,gcmt
2007-03-15T18:30:08.820Z,35.623,89.433,35.3,5,mwc,61,61.1,,0.96,us,usp000f6sk,2016-11-10T01:37:01.137Z,"western Xizang",earthquake,,6.8,,,reviewed,us,gcmt
2007-03-01T05:08:20.740Z,10.292,93.059,78.9,5,mwc,221,39.8,,0.77,us,usp000f5vr,2016-11-10T01:36:22.256Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2007-02-25T01:49:41.460Z,33.191,90.661,35,5.3,mwc,211,45,,1.18,us,usp000f5jx,2016-11-10T01:36:07.745Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,gcmt
2007-02-11T04:39:18.390Z,36.728,72.971,53.8,5.1,mwc,170,56.9,,0.85,us,usp000f4ng,2016-11-10T01:35:22.075Z,"Afghanistan-Tajikistan-Pakistan region",earthquake,,6.3,,,reviewed,us,gcmt
2006-12-22T19:50:44.630Z,10.653,92.361,24,6.2,mwc,358,18.4,,0.9,us,usp000f0t4,2017-04-13T22:20:44.673Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2006-11-29T16:56:40.780Z,36.277,70.883,208.6,5,mb,16,143.9,,0.64,us,usp000ez5c,2014-11-07T01:30:59.081Z,"Hindu Kush region, Afghanistan",earthquake,,18.8,,3,reviewed,us,us
2006-11-03T14:43:10.270Z,22.104,93.351,49.3,5,mwc,91,57.9,,0.82,us,usp000ewja,2016-11-09T06:31:58.385Z,"Myanmar-India border region",earthquake,,,,,reviewed,us,gcmt
2006-10-17T07:59:16.970Z,10.441,91.755,28.2,5,mb,103,68,,1.1,us,usp000evcn,2014-11-07T01:30:35.050Z,"Andaman Islands, India region",earthquake,,,,46,reviewed,us,us
2006-09-11T18:12:22.330Z,35.472,78.225,14.9,5.5,mwc,416,24,,0.82,us,usp000esxc,2016-11-10T01:28:10.016Z,"Kashmir-Xinjiang border region",earthquake,,,,,reviewed,us,gcmt
2006-08-12T20:46:11.300Z,24.662,92.71,42.8,5,mwc,141,51.9,,0.68,us,usp000eqtx,2016-11-10T01:26:54.120Z,"India-Bangladesh border region",earthquake,,,,,reviewed,us,hrv
2006-08-06T14:26:19.340Z,37.367,74.733,11,5.6,mwb,284,42.8,,0.99,us,usp000eqc0,2017-04-26T18:06:08.548Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
2006-08-02T13:11:57.780Z,8.632,91.926,17.3,5.1,mb,105,53.3,,0.82,us,usp000eq2z,2014-11-07T01:29:52.776Z,"Nicobar Islands, India region",earthquake,,,,51,reviewed,us,us
2006-07-29T10:57:15.540Z,37.13,68.808,10,5.4,mwb,297,82.9,,0.95,us,usp000eptw,2016-11-10T01:26:20.105Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
2006-07-29T00:11:51.340Z,37.255,68.828,34.2,5.6,mwc,184,64.5,,0.91,us,usp000epsz,2017-04-26T18:06:06.694Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
2006-07-19T09:53:07.250Z,32.974,96.208,15.7,5.5,mwc,283,32.8,,0.71,us,usp000ep30,2017-04-26T18:06:03.264Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,hrv
2006-07-17T20:41:51.700Z,32.978,96.208,10,5.2,mwc,156,59.4,,1.02,us,usp000enwj,2016-11-10T01:25:42.474Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,hrv
2006-06-27T15:02:16.090Z,8.811,93.596,15.4,5,mwc,143,46.8,,0.86,us,usp000emdn,2016-11-10T01:24:43.564Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-05-26T00:41:41.660Z,33.148,76.241,66.8,5,mb,199,44.6,,0.73,us,usp000ehyz,2014-11-07T01:29:11.205Z,"Kashmir-India border region",earthquake,,,,106,reviewed,us,us
2006-05-11T17:22:51.960Z,23.309,94.307,30,5.6,mwc,455,20.2,,0.81,us,usp000egvx,2016-11-10T01:22:08.576Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
2006-05-05T08:00:28.780Z,29.504,80.998,17.6,5,mb,111,100.5,,0.74,us,usp000egaz,2014-11-07T01:29:03.307Z,"Nepal-India border region",earthquake,,,,68,reviewed,us,us
2006-04-19T21:05:42.990Z,31.607,90.413,33.1,5.7,mwc,193,45.1,,1.01,us,usp000eeyf,2016-11-10T01:20:46.014Z,"eastern Xizang",earthquake,,17.8,,,reviewed,us,hrv
2006-04-14T10:26:09.510Z,9.406,93.217,39.1,5,mwc,85,58.6,,0.93,us,usp000eegq,2016-11-10T01:20:29.673Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-04-14T09:27:40.100Z,35.314,89.669,10,5.6,mwb,285,26.6,,0.94,us,usp000eegk,2016-11-10T01:20:28.591Z,"western Xizang",earthquake,,,,,reviewed,us,us
2006-04-06T17:59:16.440Z,23.322,70.477,10,5.5,mwb,255,27.7,,1.05,us,usp000eduw,2017-04-26T18:05:38.608Z,"Gujarat, India",earthquake,,,,,reviewed,us,us
2006-04-06T12:02:54.590Z,23.726,70.682,10,5,mwc,121,62.7,,1.08,us,usp000edu5,2017-04-26T18:05:37.972Z,"Gujarat, India",earthquake,,,,,reviewed,us,hrv
2006-03-29T23:38:56.250Z,35.255,95.653,35,5.3,mwc,116,73.2,,1.27,us,usp000ed89,2016-11-10T01:19:35.784Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,hrv
2006-03-25T20:13:30.720Z,23.184,93.851,61,5.1,mwc,173,62,,0.85,us,usp000ecy7,2016-11-10T01:19:23.569Z,"Myanmar-India border region",earthquake,,,,,reviewed,us,hrv
2006-03-20T17:40:44.810Z,34.756,73.747,12,5.2,mwb,395,20.9,,0.84,us,usp000ecjh,2016-11-10T01:19:10.256Z,"Pakistan",earthquake,,,,,reviewed,us,us
2006-03-19T21:57:09.110Z,10.718,94.35,10,5,mwc,54,50.8,,0.86,us,usp000ecgu,2016-11-10T01:19:08.070Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-16T13:59:22.000Z,10.798,94.426,23.4,5.4,mwc,80,51,,1.23,us,usp000ec9h,2016-11-10T01:18:52.301Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-12T22:59:20.940Z,13.879,93.638,44.1,5.2,mwc,110,49.4,,0.83,us,usp000ec1g,2016-11-10T01:18:44.396Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-11T11:48:51.750Z,10.641,94.23,24.9,5,mwc,77,52.4,,0.85,us,usp000eby9,2016-11-10T01:18:41.540Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-11T10:39:04.290Z,10.62,94.214,25.2,5,mb,38,52.6,,0.96,us,usp000eby1,2014-11-07T01:28:30.703Z,"Andaman Islands, India region",earthquake,,,,16,reviewed,us,us
2006-03-10T12:03:58.220Z,10.689,94.4,21.8,5.2,mwc,71,71.4,,0.93,us,usp000ebw0,2016-11-10T01:18:40.426Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-10T05:06:09.400Z,10.55,94.258,22.6,5.1,mwc,66,71.3,,0.93,us,usp000ebuw,2016-11-10T01:18:38.095Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-10T04:43:33.640Z,10.632,94.284,22.7,5.2,mwc,130,41,,0.8,us,usp000ebuu,2016-11-10T01:18:37.503Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-10T04:05:42.660Z,10.716,94.256,23.7,5.4,mwc,140,40.9,,0.8,us,usp000ebup,2016-11-10T01:18:36.955Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T22:30:46.630Z,10.73,94.358,10,5.2,mwc,77,59.7,,1.23,us,usp000ebtr,2016-11-10T01:18:35.750Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T21:37:00.950Z,10.708,94.359,18,5.3,mwc,70,50.8,,0.96,us,usp000ebtn,2016-11-10T01:18:35.150Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T20:25:46.140Z,10.712,94.429,20.8,5.2,mwc,57,81.3,,0.9,us,usp000ebtg,2016-11-10T01:18:33.959Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T19:15:43.700Z,10.719,94.335,22.4,5.2,mwc,59,82.9,,1.03,us,usp000ebt6,2016-11-10T01:18:33.377Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T19:15:26.660Z,10.707,94.536,10,5,mb,23,155.2,,1.07,us,usp000ebt5,2014-11-07T01:28:30.111Z,"Andaman Islands, India region",earthquake,,,,8,reviewed,us,us
2006-03-09T18:26:27.320Z,10.659,94.239,10,5.3,mwc,43,73.7,,1.15,us,usp000ebsy,2016-11-10T01:18:32.838Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T18:21:51.560Z,10.84,94.58,10,5.4,mwc,88,41.5,,1.06,us,usp000ebsx,2016-11-10T01:18:32.297Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T15:46:51.630Z,10.725,94.359,22,5,mwc,49,50.8,,0.98,us,usp000ebrs,2016-11-10T01:18:29.946Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T15:19:15.530Z,10.801,94.51,21.4,5.2,mwc,64,60.8,,0.92,us,usp000ebrh,2016-11-10T01:18:29.387Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T15:12:02.630Z,10.789,94.45,20.8,5.2,mwc,79,59.3,,1,us,usp000ebrf,2016-11-10T01:18:28.833Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T15:03:12.610Z,10.736,94.275,15.7,5.1,mwc,33,83.3,,0.92,us,usp000ebrc,2016-11-10T01:18:28.279Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-09T15:00:40.840Z,8.922,94.599,18.6,5.1,mb,29,167.6,,1.55,us,usp000ebrb,2014-11-07T01:28:29.872Z,"Nicobar Islands, India region",earthquake,,,,23,reviewed,us,us
2006-03-09T14:57:09.390Z,10.698,93.901,15.1,5.1,mwc,16,181.7,,0.97,us,usp000ebra,2016-11-10T01:18:27.717Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-03-07T18:20:46.110Z,23.777,70.899,10,5.5,mwb,199,42.2,,1.08,us,usp000ebma,2017-04-26T18:05:26.402Z,"Gujarat, India",earthquake,,,,,reviewed,us,us
2006-03-03T01:36:06.530Z,21.116,94.469,112.8,5.2,mb,20,168.8,,0.82,us,usp000eb7p,2014-11-07T01:28:27.330Z,"Myanmar",earthquake,,12.2,,4,reviewed,us,us
2006-03-01T09:36:40.180Z,35.286,89.541,5.6,5.1,mwc,96,48.7,,0.74,us,usp000eb38,2016-11-10T01:18:07.098Z,"western Xizang",earthquake,,14.2,,,reviewed,us,hrv
2006-02-26T02:13:50.400Z,35.28,89.598,10,5.4,mwb,209,32.9,,0.76,us,usp000eavr,2016-11-09T06:08:15.006Z,"western Xizang",earthquake,,,,,reviewed,us,us
2006-02-23T20:07:26.170Z,26.863,91.632,10,5.2,mb,134,80.2,,0.89,us,usp000eaq1,2014-11-07T01:28:21.383Z,"Assam, India",earthquake,,,,66,reviewed,us,us
2006-02-23T20:04:53.550Z,26.912,91.705,10,5.8,mwb,263,30.2,,0.93,us,usp000eaq0,2017-04-26T18:05:25.078Z,"Assam, India",earthquake,,,,,reviewed,us,us
2006-02-14T00:55:25.060Z,27.382,88.388,30,5.3,mwc,260,45.6,,0.81,us,usp000ea1q,2017-04-13T22:19:48.485Z,"Sikkim, India",earthquake,,,,,reviewed,us,hrv
2006-02-03T20:34:10.980Z,11.86,92.372,19,6.1,mwc,442,18.4,,0.89,us,usp000e9dn,2017-04-13T22:19:47.990Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2006-01-21T04:07:03.710Z,13.002,93.245,44,5.6,mwb,577,20.4,,0.75,us,usp000e8jv,2016-11-10T01:16:52.857Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
2006-01-06T04:25:05.750Z,12.235,95.2,25.1,5.4,mwc,254,53.1,,1.08,us,usp000e7pm,2016-11-10T01:16:34.599Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2005-12-29T07:20:55.730Z,25.01,96.197,12,5.1,mwc,132,49.8,,0.82,us,usp000e751,2016-11-10T01:16:19.396Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
2005-12-28T22:04:29.990Z,34.611,73.351,10,5.1,mwc,196,41,,0.99,us,usp000e748,2016-11-10T01:16:18.421Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
2005-12-25T08:02:05.630Z,34.621,73.237,10,5.2,mwc,272,55.8,,0.84,us,usp000e6ub,2016-11-10T01:16:12.364Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
2005-12-21T08:31:57.270Z,35.829,93.296,21.5,5,mb,115,60.6,,0.79,us,usp000e6hw,2014-11-07T01:27:55.446Z,"southern Qinghai, China",earthquake,,9.8,,57,reviewed,us,us
2005-12-14T07:09:54.190Z,30.476,79.255,44,5.1,mwc,194,86.8,,0.68,us,usp000e647,2017-04-26T18:05:14.154Z,"Uttaranchal, India",earthquake,,8.2,,,reviewed,us,hrv
2005-12-12T21:47:46.070Z,36.357,71.093,224.6,6.5,mwb,529,20.5,,0.81,us,usp000e61s,2017-04-26T18:05:13.497Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
